Tabela 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CD_CLI;NR_CTR;VR_CTR;DT_CTR;NR_PARCELA;VR_PARCELA;CODIGO;RATING;MOTIVO;PRODUTO;nome;idade;cpf;rg;data_nasc;sexo;signo;mae;pai;email;senha;cep;endereco;numero;bairro;cidade;estado;telefone_fixo;celular;altura;peso;tipo_sanguineo;cor
;15011;15111;82259;2021-04-29;360;228.50;15011;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15012;15112;3881;2021-04-29;36;107.81;15012;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15013;15113;9857;2021-04-29;24;410.71;15013;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15014;15114;1386;2021-04-29;12;115.50;15014;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15015;15115;18955;2021-04-29;36;526.53;15015;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15016;15116;99319;2021-04-29;360;275.89;15016;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15017;15117;72837;2021-04-29;360;202.33;15017;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15018;15118;74078;2021-04-29;360;205.77;15018;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15019;15119;90023;2021-04-29;360;250.06;15019;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15020;15120;40712;2021-04-29;120;339.27;15020;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15021;15121;19328;2021-04-29;48;402.67;15021;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15022;15122;89066;2021-04-29;360;247.41;15022;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15023;15123;52115;2021-04-29;240;217.15;15023;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15024;15124;15103;2021-04-29;36;419.53;15024;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15025;15125;37335;2021-04-29;36;1037.08;15025;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15026;15126;69222;2021-04-29;360;192.28;15026;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15027;15127;38054;2021-04-29;72;528.53;15027;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15028;15128;5273;2021-04-29;72;73.24;15028;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15029;15129;1898;2021-04-29;24;79.08;15029;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15030;15130;21033;2021-04-29;36;584.25;15030;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15031;15131;34575;2021-04-29;24;1440.63;15031;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15032;15132;53498;2021-04-29;120;445.82;15032;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15033;15133;89390;2021-04-29;360;248.31;15033;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15034;15134;25008;2021-04-29;48;521.00;15034;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15035;15135;88295;2021-04-29;360;245.26;15035;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15036;15136;85981;2021-04-29;360;238.84;15036;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15037;15137;70732;2021-04-29;360;196.48;15037;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15038;15138;11195;2021-04-29;36;310.97;15038;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15039;15139;30260;2021-04-29;36;840.56;15039;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15040;15140;91470;2021-04-29;360;254.08;15040;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15041;15141;75603;2021-04-29;360;210.01;15041;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15042;15142;86590;2021-04-29;360;240.53;15042;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15043;15143;33497;2021-04-29;36;930.47;15043;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15044;15144;60968;2021-04-29;360;169.36;15044;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15045;15145;97623;2021-04-29;360;271.18;15045;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15046;15146;55349;2021-04-29;120;461.24;15046;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15047;15147;2055;2021-04-29;24;85.63;15047;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15048;15148;39311;2021-04-29;60;655.18;15048;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15049;15149;36125;2021-04-29;36;1003.47;15049;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15050;15150;70560;2021-04-29;360;196.00;15050;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15051;15151;29440;2021-04-29;60;490.67;15051;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15052;15152;31744;2021-04-29;36;881.78;15052;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15053;15153;31590;2021-04-29;36;877.50;15053;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15054;15154;22720;2021-04-29;24;946.67;15054;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15055;15155;68338;2021-04-29;360;189.83;15055;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15056;15156;28846;2021-04-29;48;600.96;15056;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15057;15157;74584;2021-04-29;360;207.18;15057;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15058;15158;57298;2021-04-29;240;238.74;15058;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15059;15159;7000;2021-04-29;36;194.44;15059;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15060;15160;42877;2021-04-29;120;357.31;15060;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15061;15161;99669;2021-04-29;360;276.86;15061;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15062;15162;36521;2021-04-29;36;1014.47;15062;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15063;15163;6775;2021-04-29;36;188.19;15063;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15064;15164;92572;2021-04-29;360;257.14;15064;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15065;15165;39553;2021-04-29;60;659.22;15065;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15066;15166;66720;2021-04-29;360;185.33;15066;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15067;15167;19674;2021-04-29;24;819.75;15067;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15068;15168;68566;2021-04-29;360;190.46;15068;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15069;15169;40804;2021-04-29;120;340.03;15069;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15070;15170;12515;2021-04-29;36;347.64;15070;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15071;15171;5178;2021-04-29;72;71.92;15071;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15072;15172;52783;2021-04-29;240;219.93;15072;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15073;15173;56199;2021-04-29;240;234.16;15073;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15074;15174;87245;2021-04-29;360;242.35;15074;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15075;15175;28049;2021-04-29;36;779.14;15075;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15076;15176;67222;2021-04-29;360;186.73;15076;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15077;15177;28050;2021-04-29;36;779.17;15077;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15078;15178;29145;2021-04-29;72;404.79;15078;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15079;15179;78978;2021-04-29;360;219.38;15079;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15080;15180;76826;2021-04-29;360;213.41;15080;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15081;15181;84550;2021-04-29;360;234.86;15081;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15082;15182;86924;2021-04-29;360;241.46;15082;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15083;15183;41711;2021-04-29;120;347.59;15083;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15084;15184;54890;2021-04-29;120;457.42;15084;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15085;15185;46477;2021-04-29;120;387.31;15085;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15086;15186;91058;2021-04-29;360;252.94;15086;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15087;15187;8168;2021-04-29;48;170.17;15087;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15088;15188;30819;2021-04-29;60;513.65;15088;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15089;15189;53624;2021-04-29;120;446.87;15089;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15090;15190;26967;2021-04-29;48;561.81;15090;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15091;15191;47887;2021-04-29;120;399.06;15091;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15092;15192;9093;2021-04-29;60;151.55;15092;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15093;15193;97335;2021-04-29;360;270.38;15093;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15094;15194;10163;2021-04-29;48;211.73;15094;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15095;15195;59356;2021-04-29;360;164.88;15095;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15096;15196;94544;2021-04-29;360;262.62;15096;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15097;15197;30236;2021-04-29;60;503.93;15097;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15098;15198;47832;2021-04-29;120;398.60;15098;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15099;15199;36959;2021-04-29;36;1026.64;15099;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15100;15200;53864;2021-04-29;120;448.87;15100;C;ATIVO-REFINANCIADO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15101;15201;69529;2021-04-29;360;193.14;15101;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15102;15202;34493;2021-04-29;36;958.14;15102;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15103;15203;88465;2021-04-29;360;245.74;15103;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15104;15204;41466;2021-04-29;120;345.55;15104;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15105;15205;82777;2021-04-29;360;229.94;15105;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15106;15206;23464;2021-04-29;72;325.89;15106;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15107;15207;62025;2021-04-29;360;172.29;15107;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15108;15208;6303;2021-04-29;48;131.31;15108;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15109;15209;69897;2021-04-29;360;194.16;15109;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15110;15210;35673;2021-04-29;36;990.92;15110;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15111;15211;2856;2021-04-29;18;158.67;15111;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15112;15212;72860;2021-04-29;360;202.39;15112;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15113;15213;11687;2021-04-29;48;243.48;15113;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15114;15214;4440;2021-04-29;36;123.33;15114;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15115;15215;23115;2021-04-29;36;642.08;15115;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15116;15216;31484;2021-04-29;48;655.92;15116;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15117;15217;2928;2021-04-29;18;162.67;15117;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15118;15218;69743;2021-04-29;360;193.73;15118;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15119;15219;30690;2021-04-29;36;852.50;15119;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15120;15220;33185;2021-04-29;48;691.35;15120;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15121;15221;79044;2021-04-29;360;219.57;15121;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15122;15222;43832;2021-04-29;120;365.27;15122;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15123;15223;88308;2021-04-29;360;245.30;15123;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15124;15224;430;2021-04-29;18;23.89;15124;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15125;15225;65702;2021-04-29;360;182.51;15125;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15126;15226;87160;2021-04-29;360;242.11;15126;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15127;15227;65722;2021-04-29;360;182.56;15127;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15128;15228;1051;2021-04-29;24;43.79;15128;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15129;15229;80413;2021-04-29;360;223.37;15129;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15130;15230;25456;2021-04-29;36;707.11;15130;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15131;15231;62897;2021-04-29;360;174.71;15131;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15132;15232;95574;2021-04-29;360;265.48;15132;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15133;15233;22318;2021-04-29;72;309.97;15133;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15134;15234;56621;2021-04-29;240;235.92;15134;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15135;15235;76227;2021-04-29;360;211.74;15135;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15136;15236;65877;2021-04-29;360;182.99;15136;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15137;15237;45857;2021-04-29;120;382.14;15137;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15138;15238;96041;2021-04-29;360;266.78;15138;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15139;15239;59245;2021-04-29;240;246.85;15139;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15140;15240;92072;2021-04-29;360;255.76;15140;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15141;15241;31976;2021-04-29;48;666.17;15141;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15142;15242;92907;2021-04-29;360;258.08;15142;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15143;15243;39253;2021-04-29;60;654.22;15143;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15144;15244;74508;2021-04-29;360;206.97;15144;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15145;15245;98551;2021-04-29;360;273.75;15145;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15146;15246;22896;2021-04-29;36;636.00;15146;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15147;15247;56306;2021-04-29;240;234.61;15147;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15148;15248;26975;2021-04-29;36;749.31;15148;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15149;15249;83489;2021-04-29;360;231.91;15149;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15150;15250;31034;2021-04-29;72;431.03;15150;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15151;15251;72804;2021-04-29;360;202.23;15151;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15152;15252;14989;2021-04-29;48;312.27;15152;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15153;15253;6321;2021-04-29;48;131.69;15153;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15154;15254;52527;2021-04-29;240;218.86;15154;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15155;15255;7203;2021-04-29;36;200.08;15155;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15156;15256;89915;2021-04-29;360;249.76;15156;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15157;15257;23832;2021-04-29;72;331.00;15157;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15158;15258;36278;2021-04-29;72;503.86;15158;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15159;15259;76481;2021-04-29;360;212.45;15159;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15160;15260;82152;2021-04-29;360;228.20;15160;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15161;15261;10452;2021-04-29;36;290.33;15161;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15162;15262;36481;2021-04-29;36;1013.36;15162;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15163;15263;23220;2021-04-29;36;645.00;15163;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15164;15264;44784;2021-04-29;120;373.20;15164;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15165;15265;46454;2021-04-29;120;387.12;15165;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15166;15266;66127;2021-04-29;360;183.69;15166;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15167;15267;72130;2021-04-29;360;200.36;15167;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15168;15268;37620;2021-04-29;48;783.75;15168;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15169;15269;91548;2021-04-29;360;254.30;15169;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15170;15270;43419;2021-04-29;120;361.83;15170;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15171;15271;34447;2021-04-29;36;956.86;15171;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15172;15272;37332;2021-04-29;60;622.20;15172;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15173;15273;16157;2021-04-29;24;673.21;15173;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15174;15274;20764;2021-04-29;72;288.39;15174;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15175;15275;83798;2021-04-29;360;232.77;15175;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15176;15276;67371;2021-04-29;360;187.14;15176;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15177;15277;7666;2021-04-29;72;106.47;15177;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;15178;15278;60410;2021-04-29;360;167.81;15178;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15179;15279;66710;2021-04-29;360;185.31;15179;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15180;15280;36996;2021-04-29;24;1541.50;15180;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15181;15281;80413;2021-04-29;360;223.37;15181;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15182;15282;32124;2021-04-29;24;1338.50;15182;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15183;15283;83641;2021-04-29;360;232.34;15183;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15184;15284;30695;2021-04-29;36;852.64;15184;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15185;15285;59292;2021-04-29;240;247.05;15185;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15186;15286;73641;2021-04-29;360;204.56;15186;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15187;15287;7149;2021-04-29;36;198.58;15187;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15188;15288;51419;2021-04-29;240;214.25;15188;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15189;15289;83984;2021-04-29;360;233.29;15189;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15190;15290;15345;2021-04-29;48;319.69;15190;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15191;15291;74502;2021-04-29;360;206.95;15191;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15192;15292;61734;2021-04-29;360;171.48;15192;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15193;15293;85969;2021-04-29;360;238.80;15193;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15194;15294;12455;2021-05-19;36;345.97;15194;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15195;15295;27038;2021-05-19;24;1126.58;15195;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15196;15296;65545;2021-05-19;360;182.07;15196;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15197;15297;51976;2021-05-19;240;216.57;15197;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15198;15298;59694;2021-05-19;360;165.82;15198;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15199;15299;66814;2021-05-19;360;185.59;15199;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15200;15300;10807;2021-05-19;48;225.15;15200;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
